,duration,batch_size,hidden_size,num_layers,dropout,stride,snrValMetric,c50ValMetric,vadValMetric,ValidationMetric,name,only_vad
218,10,128,256,2,0.3,10,22.88502311706543,6.24604606628418,82.07910920397686,0.169777705886071,dur_10_bs_128_lstm_hs_256_lstm_nl_2_dropout_0.3,False
219,2,64,128,3,0.0,10,22.969160079956055,16.683271408081055,79.55562886701591,0.22818559747910103,dur_2_bs_64_lstm_hs_128_lstm_nl_3_dropout_0_only_vad,True
220,6,128,128,3,0.5,10,24.05414581298828,7.474595546722412,81.18348995838818,0.18271552389047593,dur_6_bs_128_lstm_hs_128_lstm_nl_3_dropout_0.5,False
221,6,128,256,3,0.5,10,32.96786117553711,17.028705596923828,80.02168009417616,0.2633601798362229,dur_6_bs_128_lstm_hs_256_lstm_nl_3_dropout_0.5_only_vad,True
222,6,64,128,2,0.5,10,25.9150333404541,18.487382888793945,81.105773239175,0.24194585402817417,dur_6_bs_64_lstm_hs_128_lstm_nl_2_dropout_0.5_only_vad,True
223,10,32,256,2,0.3,10,22.424610137939453,7.86202335357666,80.04158477081936,0.18264909979879987,dur_10_bs_32_lstm_hs_256_lstm_nl_2_dropout_0.3,False
224,8,32,128,3,0.3,10,27.79120445251465,16.465255737304688,81.441703956062,0.23777996459357634,dur_8_bs_32_lstm_hs_128_lstm_nl_3_dropout_0.3_only_vad,True
225,10,32,128,2,0.3,10,22.60800552368164,6.985574245452881,79.7854739990625,0.17997272777133244,dur_10_bs_32_lstm_hs_128_lstm_nl_2_dropout_0.3,False
226,2,32,256,3,0.5,10,22.427276611328125,8.301057815551758,80.35248917658448,0.18371274812168006,dur_2_bs_32_lstm_hs_256_lstm_nl_3_dropout_0.5,False
227,8,128,256,3,0.0,10,24.179744720458984,18.459932327270508,81.85898098784538,0.2332157125729879,dur_8_bs_128_lstm_hs_256_lstm_nl_3_dropout_0_only_vad,True
228,4,128,128,3,0.5,10,23.423946380615234,20.5294132232666,80.98921587231943,0.24331767655860412,dur_4_bs_128_lstm_hs_128_lstm_nl_3_dropout_0.5_only_vad,True
229,4,128,256,2,0.0,10,31.23307991027832,18.13602066040039,79.41894704182815,0.2645552670764886,dur_4_bs_128_lstm_hs_256_lstm_nl_2_dropout_0_only_vad,True
230,4,64,256,2,0.0,10,22.90779685974121,21.72770118713379,80.96910176490239,0.24727980579416467,dur_4_bs_64_lstm_hs_256_lstm_nl_2_dropout_0_only_vad,True
231,4,32,256,2,0.0,10,24.007280349731445,7.632023811340332,81.4516320989633,0.18240693493621418,dur_4_bs_32_lstm_hs_256_lstm_nl_2_dropout_0,False
232,6,128,128,2,0.5,10,26.697402954101562,25.547380447387695,82.81345572847748,0.27261777159625006,dur_6_bs_128_lstm_hs_128_lstm_nl_2_dropout_0.5_only_vad,True
233,10,64,128,3,0.3,10,23.340572357177734,6.763490200042725,82.04516709440028,0.17395328432224968,dur_10_bs_64_lstm_hs_128_lstm_nl_3_dropout_0.3,False
234,8,64,128,3,0.0,10,23.007308959960938,7.1154093742370605,82.21021497658909,0.17390958505296297,dur_8_bs_64_lstm_hs_128_lstm_nl_3_dropout_0,False
235,10,64,128,2,0.0,10,23.840091705322266,7.473888397216797,81.4119201732681,0.18119965541783586,dur_10_bs_64_lstm_hs_128_lstm_nl_2_dropout_0,False
236,6,32,256,2,0.3,10,35.52785110473633,18.814172744750977,79.45486792474712,0.2827341990519901,dur_6_bs_32_lstm_hs_256_lstm_nl_2_dropout_0.3_only_vad,True
237,6,128,256,3,0.3,10,34.57133102416992,17.134632110595703,80.17191756209175,0.26899001024157315,dur_6_bs_128_lstm_hs_256_lstm_nl_3_dropout_0.3_only_vad,True
238,2,64,128,3,0.3,10,23.329166412353516,7.815177917480469,80.94971232858992,0.1825728160989554,dur_2_bs_64_lstm_hs_128_lstm_nl_3_dropout_0.3,False
239,10,128,128,2,0.3,10,22.37984275817871,6.4259538650512695,81.44102864892085,0.17098878221048341,dur_10_bs_128_lstm_hs_128_lstm_nl_2_dropout_0.3,False
240,6,64,256,2,0.3,10,23.132997512817383,7.104141712188721,82.24819663410359,0.17417033646051414,dur_6_bs_64_lstm_hs_256_lstm_nl_2_dropout_0.3,False
241,8,32,256,2,0.3,10,22.840211868286133,7.052519798278809,82.00904700186449,0.17369436521265802,dur_8_bs_32_lstm_hs_256_lstm_nl_2_dropout_0.3,False
242,4,64,128,2,0.5,10,23.256229400634766,8.0867280960083,79.67662954050734,0.18785360214142777,dur_4_bs_64_lstm_hs_128_lstm_nl_2_dropout_0.5,False
243,2,64,128,3,0.0,10,23.718231201171875,8.052091598510742,79.19380229948239,0.1909191495250613,dur_2_bs_64_lstm_hs_128_lstm_nl_3_dropout_0,False
244,6,64,256,3,0.3,10,26.195880889892578,17.105701446533203,81.45260026064877,0.23519575851528782,dur_6_bs_64_lstm_hs_256_lstm_nl_3_dropout_0.3_only_vad,True
245,4,32,128,2,0.5,10,23.263065338134766,6.741279602050781,79.16955091282085,0.1831609523890562,dur_4_bs_32_lstm_hs_128_lstm_nl_2_dropout_0.5,False
246,6,128,128,3,0.5,10,26.955114364624023,16.328649520874023,81.23244059340463,0.23489335391204538,dur_6_bs_128_lstm_hs_128_lstm_nl_3_dropout_0.5_only_vad,True
247,4,64,256,3,0.3,10,23.055498123168945,18.0932674407959,80.12468879853223,0.2333059383656663,dur_4_bs_64_lstm_hs_256_lstm_nl_3_dropout_0.3_only_vad,True
248,6,32,256,2,0.5,10,22.213146209716797,7.8084611892700195,81.2014195807479,0.17778594714491694,dur_6_bs_32_lstm_hs_256_lstm_nl_2_dropout_0.5,False
249,6,128,256,3,0.5,10,23.48875617980957,7.722727298736572,81.55039507834708,0.180690263321131,dur_6_bs_128_lstm_hs_256_lstm_nl_3_dropout_0.5,False
250,2,32,256,3,0.0,10,24.224843978881836,8.7597074508667,79.48235641927451,0.19510449044973985,dur_2_bs_32_lstm_hs_256_lstm_nl_3_dropout_0,False
251,4,64,128,2,0.0,10,29.835458755493164,21.916240692138672,79.77811639595924,0.2764551497897948,dur_4_bs_64_lstm_hs_128_lstm_nl_2_dropout_0_only_vad,True
252,8,32,128,3,0.3,10,22.972206115722656,6.874711513519287,81.7238473616087,0.17426146227257844,dur_8_bs_32_lstm_hs_128_lstm_nl_3_dropout_0.3,False
253,8,128,128,3,0.3,10,23.414316177368164,17.066564559936523,82.2430770070606,0.2226145937163013,dur_8_bs_128_lstm_hs_128_lstm_nl_3_dropout_0.3_only_vad,True
254,8,64,128,3,0.0,10,26.552444458007812,16.627559661865234,81.08216164196357,0.23540478850862992,dur_8_bs_64_lstm_hs_128_lstm_nl_3_dropout_0_only_vad,True
255,4,32,256,2,0.0,10,27.62555694580078,16.149089813232422,80.3889725942473,0.23920229779176383,dur_4_bs_32_lstm_hs_256_lstm_nl_2_dropout_0_only_vad,True
256,2,128,128,3,0.5,10,24.952112197875977,8.004915237426758,80.52673622362569,0.19058079411206777,dur_2_bs_128_lstm_hs_128_lstm_nl_3_dropout_0.5,False
257,10,64,256,3,0.3,10,24.232576370239258,22.382131576538086,82.63355497580346,0.24949631277177628,dur_10_bs_64_lstm_hs_256_lstm_nl_3_dropout_0.3_only_vad,True
258,4,128,128,3,0.5,10,23.683237075805664,7.728390216827393,81.06197142900905,0.18302769753763895,dur_4_bs_128_lstm_hs_128_lstm_nl_3_dropout_0.5,False
259,8,64,128,2,0.3,10,23.22039031982422,7.563357830047607,82.04407657888966,0.17734412149103038,dur_8_bs_64_lstm_hs_128_lstm_nl_2_dropout_0.3,False
260,4,128,256,3,0.3,10,25.892230987548828,15.585587501525879,78.7613483181298,0.2358625222364784,dur_4_bs_128_lstm_hs_256_lstm_nl_3_dropout_0.3_only_vad,True
261,8,64,128,2,0.5,10,23.371644973754883,16.29827308654785,83.5843128840759,0.2143355531124732,dur_8_bs_64_lstm_hs_128_lstm_nl_2_dropout_0.5_only_vad,True
262,8,32,128,3,0.0,10,34.8940544128418,15.848275184631348,81.34511241680117,0.260086214321886,dur_8_bs_32_lstm_hs_128_lstm_nl_3_dropout_0_only_vad,True
263,10,32,128,2,0.5,10,23.501636505126953,7.53257942199707,82.13471184721037,0.17788226880246208,dur_10_bs_32_lstm_hs_128_lstm_nl_2_dropout_0.5,False
264,2,64,256,2,0.0,10,28.297182083129883,20.30548095703125,78.14650967094198,0.26882609241200095,dur_2_bs_64_lstm_hs_256_lstm_nl_2_dropout_0_only_vad,True
265,4,64,256,3,0.5,10,23.615041732788086,7.4775190353393555,78.7481661550062,0.1893064752052377,dur_4_bs_64_lstm_hs_256_lstm_nl_3_dropout_0.5,False
266,8,32,256,3,0.5,10,28.540008544921875,16.594615936279297,81.30147682642792,0.24149077208689765,dur_8_bs_32_lstm_hs_256_lstm_nl_3_dropout_0.5_only_vad,True
267,2,32,128,2,0.3,10,23.032625198364258,8.050285339355469,79.48715447537039,0.18752707260712465,dur_2_bs_32_lstm_hs_128_lstm_nl_2_dropout_0.3,False
268,2,128,256,3,0.5,10,23.064228057861328,17.051864624023438,80.32656223087857,0.2277045972420599,dur_2_bs_128_lstm_hs_256_lstm_nl_3_dropout_0.5_only_vad,True
269,6,64,128,3,0.0,10,26.418455123901367,18.093242645263672,81.18188797637728,0.24158167215759674,dur_6_bs_64_lstm_hs_128_lstm_nl_3_dropout_0_only_vad,True
270,8,32,256,2,0.0,10,26.031009674072266,19.022655487060547,80.67406908881102,0.24634071950124695,dur_8_bs_32_lstm_hs_256_lstm_nl_2_dropout_0_only_vad,True
271,6,32,128,2,0.3,10,33.235260009765625,23.06375503540039,80.55483010956071,0.2912595853012954,dur_6_bs_32_lstm_hs_128_lstm_nl_2_dropout_0.3_only_vad,True
272,2,32,256,2,0.3,10,24.013879776000977,8.90631103515625,79.21293894598746,0.19596043572690455,dur_2_bs_32_lstm_hs_256_lstm_nl_2_dropout_0.3,False
273,4,128,256,2,0.0,10,23.3612060546875,7.099937438964844,81.00078981996275,0.17910907055149183,dur_4_bs_128_lstm_hs_256_lstm_nl_2_dropout_0,False
274,10,128,256,3,0.0,10,32.067996978759766,15.377396583557129,81.09441333660858,0.24876360787301455,dur_10_bs_128_lstm_hs_256_lstm_nl_3_dropout_0_only_vad,True
275,8,128,256,2,0.3,10,23.51641082763672,6.666422367095947,81.92148573814622,0.17452030482315598,dur_8_bs_128_lstm_hs_256_lstm_nl_2_dropout_0.3,False
276,6,128,256,2,0.0,10,23.797574996948242,7.011043071746826,82.3591697828638,0.17568894992691142,dur_6_bs_128_lstm_hs_256_lstm_nl_2_dropout_0,False
277,8,64,128,2,0.0,10,22.706560134887695,7.5841450691223145,81.9352002164882,0.17600311662217008,dur_8_bs_64_lstm_hs_128_lstm_nl_2_dropout_0,False
278,2,64,128,2,0.0,10,29.67095375061035,21.245756149291992,80.47542553732117,0.2703607919044414,dur_2_bs_64_lstm_hs_128_lstm_nl_2_dropout_0_only_vad,True
279,2,32,128,2,0.0,10,24.21385955810547,8.464381217956543,79.19993854909188,0.19460102612825284,dur_2_bs_32_lstm_hs_128_lstm_nl_2_dropout_0,False
280,8,128,128,3,0.3,10,22.45012092590332,7.104376792907715,81.99960912970798,0.17260402270746292,dur_8_bs_128_lstm_hs_128_lstm_nl_3_dropout_0.3,False
281,2,64,128,2,0.5,10,22.490400314331055,8.187288284301758,80.60083614699246,0.18256465189157103,dur_2_bs_64_lstm_hs_128_lstm_nl_2_dropout_0.5,False
282,10,32,256,3,0.0,10,26.55689239501953,16.41737937927246,83.22423907242766,0.22727927871507825,dur_10_bs_32_lstm_hs_256_lstm_nl_3_dropout_0_only_vad,True
283,4,64,128,2,0.3,10,29.794124603271484,15.76244831085205,78.64099426325703,0.25079675154152165,dur_4_bs_64_lstm_hs_128_lstm_nl_2_dropout_0.3_only_vad,True
284,10,64,256,3,0.0,10,23.615827560424805,6.855623722076416,81.61182755492675,0.1768022882418229,dur_10_bs_64_lstm_hs_256_lstm_nl_3_dropout_0,False
285,4,32,256,3,0.3,10,23.88896942138672,6.956352233886719,79.51683707918626,0.1852236419022768,dur_4_bs_32_lstm_hs_256_lstm_nl_3_dropout_0.3,False
286,8,64,256,2,0.3,10,30.271345138549805,19.95771598815918,81.12177181058779,0.26417941619897345,dur_8_bs_64_lstm_hs_256_lstm_nl_2_dropout_0.3_only_vad,True
287,2,128,128,2,0.0,10,24.887786865234375,16.077903747558594,80.29899830172052,0.22955702002606812,dur_2_bs_128_lstm_hs_128_lstm_nl_2_dropout_0_only_vad,True
288,8,64,128,2,0.0,10,30.928211212158203,19.433917999267578,81.55432442756651,0.26254809124552986,dur_8_bs_64_lstm_hs_128_lstm_nl_2_dropout_0_only_vad,True
289,8,128,256,3,0.0,10,23.291744232177734,6.631537914276123,81.69324688008798,0.1743266807309685,dur_8_bs_128_lstm_hs_256_lstm_nl_3_dropout_0,False
290,10,128,128,3,0.5,10,22.387266159057617,7.62410831451416,81.95132524283976,0.1750193379631095,dur_10_bs_128_lstm_hs_128_lstm_nl_3_dropout_0.5,False
291,4,32,128,2,0.5,10,27.310688018798828,22.239748001098633,80.07582184126434,0.2681444646103363,dur_4_bs_32_lstm_hs_128_lstm_nl_2_dropout_0.5_only_vad,True
292,10,64,128,2,0.3,10,23.22977066040039,15.87812614440918,83.39271930279327,0.2124756940506841,dur_10_bs_64_lstm_hs_128_lstm_nl_2_dropout_0.3_only_vad,True
293,4,32,256,3,0.0,10,24.992929458618164,7.249982833862305,79.36355501694567,0.19100636705229593,dur_4_bs_32_lstm_hs_256_lstm_nl_3_dropout_0,False
294,8,128,128,3,0.5,10,26.56671905517578,22.47207260131836,83.28486072603552,0.25594355853163847,dur_8_bs_128_lstm_hs_128_lstm_nl_3_dropout_0.5_only_vad,True
295,4,32,256,2,0.3,10,28.53054428100586,15.512076377868652,80.80225413593564,0.237966689500161,dur_4_bs_32_lstm_hs_256_lstm_nl_2_dropout_0.3_only_vad,True
296,6,128,256,2,0.3,10,23.263172149658203,7.5784993171691895,81.56336447953016,0.17916870915881664,dur_6_bs_128_lstm_hs_256_lstm_nl_2_dropout_0.3,False
297,8,64,256,2,0.0,10,23.518144607543945,7.138655185699463,81.83361496237586,0.1770680185549639,dur_8_bs_64_lstm_hs_256_lstm_nl_2_dropout_0,False
298,4,128,128,3,0.3,10,33.71695327758789,15.940637588500977,79.40936347253357,0.2628483523516422,dur_4_bs_128_lstm_hs_128_lstm_nl_3_dropout_0.3_only_vad,True
299,6,64,128,3,0.0,10,23.722557067871094,6.794319152832031,82.11662165249162,0.17520220422954022,dur_6_bs_64_lstm_hs_128_lstm_nl_3_dropout_0,False
300,8,128,128,2,0.3,10,29.60845184326172,22.092327117919922,83.6173648250964,0.2636996463339249,dur_8_bs_128_lstm_hs_128_lstm_nl_2_dropout_0.3_only_vad,True
301,2,32,128,2,0.3,10,22.933834075927734,15.348273277282715,79.15564362127212,0.22303779678407035,dur_2_bs_32_lstm_hs_128_lstm_nl_2_dropout_0.3_only_vad,True
302,10,32,128,2,0.0,10,23.227767944335938,6.986611843109131,81.78280312067382,0.1754945099586002,dur_10_bs_32_lstm_hs_128_lstm_nl_2_dropout_0,False
303,2,32,128,3,0.3,10,26.195091247558594,16.75115966796875,81.55391702992715,0.23316697109253018,dur_2_bs_32_lstm_hs_128_lstm_nl_3_dropout_0.3_only_vad,True
304,4,32,128,3,0.3,10,23.854106903076172,7.271849632263184,79.09973443416976,0.1879940279903782,dur_4_bs_32_lstm_hs_128_lstm_nl_3_dropout_0.3,False
305,2,64,256,2,0.0,10,23.378257751464844,8.115537643432617,80.93955556180433,0.18420920671020802,dur_2_bs_64_lstm_hs_256_lstm_nl_2_dropout_0,False
306,4,64,128,2,0.3,10,23.629592895507812,8.25388240814209,81.05709187667426,0.1853580812862259,dur_4_bs_64_lstm_hs_128_lstm_nl_2_dropout_0.3,False
307,8,32,256,3,0.0,10,22.78361701965332,7.2806901931762695,82.54395526289221,0.17279928494963137,dur_8_bs_32_lstm_hs_256_lstm_nl_3_dropout_0,False
308,8,32,128,2,0.3,10,29.426576614379883,15.501331329345703,80.62748168991385,0.2416420705220633,dur_8_bs_32_lstm_hs_128_lstm_nl_2_dropout_0.3_only_vad,True
309,4,128,128,3,0.0,10,23.204147338867188,18.02464485168457,80.66976977233243,0.2316838037479013,dur_4_bs_128_lstm_hs_128_lstm_nl_3_dropout_0_only_vad,True
310,8,64,128,3,0.3,10,34.975135803222656,23.66577911376953,82.33010661569935,0.29431360561853054,dur_8_bs_64_lstm_hs_128_lstm_nl_3_dropout_0.3_only_vad,True
311,2,32,256,3,0.5,10,27.040964126586914,15.837044715881348,80.65561235462712,0.23477636668105806,dur_2_bs_32_lstm_hs_256_lstm_nl_3_dropout_0.5_only_vad,True
312,6,64,256,3,0.0,10,23.452659606933594,6.767805576324463,81.77561682734836,0.17526562321892278,dur_6_bs_64_lstm_hs_256_lstm_nl_3_dropout_0,False
313,10,32,256,2,0.3,10,23.042037963867188,19.136001586914062,81.84178068405237,0.23250047081393768,dur_10_bs_32_lstm_hs_256_lstm_nl_2_dropout_0.3_only_vad,True
314,4,128,128,2,0.0,10,28.389568328857422,27.05683708190918,80.47028365475857,0.293553656278694,dur_4_bs_128_lstm_hs_128_lstm_nl_2_dropout_0_only_vad,True
315,10,128,128,2,0.0,10,24.41754150390625,17.700605392456055,82.86274887620294,0.2270883517438229,dur_10_bs_128_lstm_hs_128_lstm_nl_2_dropout_0_only_vad,True
316,6,64,128,3,0.5,10,29.540273666381836,15.856212615966797,80.48542759584888,0.24420443208218665,dur_6_bs_64_lstm_hs_128_lstm_nl_3_dropout_0.5_only_vad,True
317,8,128,128,2,0.0,10,23.445960998535156,7.527522563934326,80.97250928417205,0.18153684441472584,dur_8_bs_128_lstm_hs_128_lstm_nl_2_dropout_0,False
318,2,128,128,3,0.0,10,23.260473251342773,7.8911542892456055,80.46626619800412,0.1843050668122833,dur_2_bs_128_lstm_hs_128_lstm_nl_3_dropout_0,False
319,10,128,128,2,0.3,10,29.324495315551758,15.579337120056152,83.61499964842892,0.2316969534773651,dur_10_bs_128_lstm_hs_128_lstm_nl_2_dropout_0.3_only_vad,True
320,10,32,128,3,0.3,10,33.530235290527344,16.029216766357422,81.79292307510974,0.2546698084534372,dur_10_bs_32_lstm_hs_128_lstm_nl_3_dropout_0.3_only_vad,True
321,2,32,128,3,0.0,10,26.302032470703125,15.98773193359375,80.49291378345738,0.23344351077898287,dur_2_bs_32_lstm_hs_128_lstm_nl_3_dropout_0_only_vad,True
322,8,32,128,2,0.3,10,23.8105411529541,7.727859973907471,82.59285477122418,0.17836890906975386,dur_8_bs_32_lstm_hs_128_lstm_nl_2_dropout_0.3,False
323,10,32,256,3,0.5,10,24.808591842651367,16.028465270996094,83.9926452829181,0.21673156483289077,dur_10_bs_32_lstm_hs_256_lstm_nl_3_dropout_0.5_only_vad,True
324,4,64,128,2,0.5,10,23.716327667236328,20.178890228271484,80.78376896415969,0.24335924171808096,dur_4_bs_64_lstm_hs_128_lstm_nl_2_dropout_0.5_only_vad,True
325,10,64,256,3,0.3,10,22.973325729370117,7.032467365264893,82.24946524791346,0.17326454946214673,dur_10_bs_64_lstm_hs_256_lstm_nl_3_dropout_0.3,False
326,6,128,256,2,0.3,10,23.31173324584961,18.0546932220459,81.63853356874357,0.22897517298157322,dur_6_bs_128_lstm_hs_256_lstm_nl_2_dropout_0.3_only_vad,True
327,8,128,256,3,0.3,10,33.650550842285156,17.153865814208984,81.69537205285789,0.2607726100147752,dur_8_bs_128_lstm_hs_256_lstm_nl_3_dropout_0.3_only_vad,True
328,4,32,128,3,0.0,10,23.968469619750977,20.344898223876953,80.41714440618097,0.24625654644811248,dur_4_bs_32_lstm_hs_128_lstm_nl_3_dropout_0_only_vad,True
329,2,64,128,2,0.3,10,24.155040740966797,20.8868408203125,79.57267504370962,0.25230675886670045,dur_2_bs_64_lstm_hs_128_lstm_nl_2_dropout_0.3_only_vad,True
330,2,64,128,2,0.5,10,23.200740814208984,16.562885284423828,79.40664233893324,0.2289215159637009,dur_2_bs_64_lstm_hs_128_lstm_nl_2_dropout_0.5_only_vad,True
331,6,128,256,3,0.0,10,23.117244720458984,7.4438252449035645,81.87020443006612,0.17699257815030425,dur_6_bs_128_lstm_hs_256_lstm_nl_3_dropout_0,False
332,2,128,256,2,0.3,10,22.96898078918457,18.554359436035156,79.97327245596556,0.23570276608243357,dur_2_bs_128_lstm_hs_256_lstm_nl_2_dropout_0.3_only_vad,True
333,4,128,256,2,0.5,10,23.82380485534668,6.508843421936035,81.03136271536542,0.17781558117225016,dur_4_bs_128_lstm_hs_256_lstm_nl_2_dropout_0.5,False
334,10,32,128,3,0.0,10,32.41072082519531,17.9481143951416,81.14980025577954,0.26202303800966337,dur_10_bs_32_lstm_hs_128_lstm_nl_3_dropout_0_only_vad,True
335,10,64,128,3,0.0,10,23.129526138305664,7.3052592277526855,81.86279807782583,0.1764005205083952,dur_10_bs_64_lstm_hs_128_lstm_nl_3_dropout_0,False
336,4,32,128,3,0.0,10,24.10384750366211,7.943638801574707,81.14189848489731,0.1852620933413671,dur_4_bs_32_lstm_hs_128_lstm_nl_3_dropout_0,False
337,6,64,256,2,0.5,10,38.98286819458008,19.2097110748291,82.03398532334803,0.2881435238960765,dur_6_bs_64_lstm_hs_256_lstm_nl_2_dropout_0.5_only_vad,True
338,2,128,128,2,0.3,10,25.842945098876953,15.682153701782227,79.85785649142055,0.23249440109830732,dur_2_bs_128_lstm_hs_128_lstm_nl_2_dropout_0.3_only_vad,True
339,4,32,128,2,0.3,10,22.97150993347168,7.577472686767578,80.67029944606428,0.18111732769035907,dur_4_bs_32_lstm_hs_128_lstm_nl_2_dropout_0.3,False
340,6,32,256,3,0.3,10,22.701791763305664,7.69493293762207,81.87634403351602,0.17671013404895627,dur_6_bs_32_lstm_hs_256_lstm_nl_3_dropout_0.3,False
341,10,32,256,2,0.5,10,28.31049919128418,16.330726623535156,80.19701903453598,0.2431103863072225,dur_10_bs_32_lstm_hs_256_lstm_nl_2_dropout_0.5_only_vad,True
342,10,64,128,2,0.0,10,33.984107971191406,16.210845947265625,83.0601796403973,0.2529030564855746,dur_10_bs_64_lstm_hs_128_lstm_nl_2_dropout_0_only_vad,True
343,6,64,128,2,0.0,10,27.150634765625,15.335076332092285,80.65948201530806,0.2327579514348136,dur_6_bs_64_lstm_hs_128_lstm_nl_2_dropout_0_only_vad,True
344,8,64,256,3,0.5,10,26.891714096069336,19.571537017822266,83.73355835074322,0.24177615905230798,dur_8_bs_64_lstm_hs_256_lstm_nl_3_dropout_0.5_only_vad,True
345,4,64,256,3,0.3,10,23.063508987426758,7.504010200500488,81.10025946208694,0.17965710997186154,dur_4_bs_64_lstm_hs_256_lstm_nl_3_dropout_0.3,False
346,8,128,256,3,0.3,10,22.44977378845215,6.688786506652832,82.1511178715335,0.17011877417878155,dur_8_bs_128_lstm_hs_256_lstm_nl_3_dropout_0.3,False
347,4,64,256,2,0.0,10,23.304073333740234,7.449128150939941,81.37633570706251,0.17931959815445886,dur_4_bs_64_lstm_hs_256_lstm_nl_2_dropout_0,False
348,6,32,256,2,0.0,10,23.399433135986328,7.353514194488525,81.50906807917761,0.17875644815689937,dur_6_bs_32_lstm_hs_256_lstm_nl_2_dropout_0,False
349,8,32,128,2,0.5,10,23.527509689331055,6.565551280975342,82.57215039730372,0.1719100274949942,dur_8_bs_32_lstm_hs_128_lstm_nl_2_dropout_0.5,False
350,2,128,256,2,0.3,10,23.200363159179688,9.623912811279297,79.78003547356647,0.19463282101363114,dur_2_bs_128_lstm_hs_256_lstm_nl_2_dropout_0.3,False
351,4,128,128,2,0.5,10,23.493797302246094,7.364367485046387,78.63434458483792,0.18872164447844167,dur_4_bs_128_lstm_hs_128_lstm_nl_2_dropout_0.5,False
352,6,128,256,2,0.5,10,40.31291580200195,25.830427169799805,81.70615914417955,0.3254303310367508,dur_6_bs_128_lstm_hs_256_lstm_nl_2_dropout_0.5_only_vad,True
353,4,64,256,2,0.5,10,22.574838638305664,7.5021257400512695,81.23471702364384,0.1774853116748848,dur_4_bs_64_lstm_hs_256_lstm_nl_2_dropout_0.5,False
354,2,128,128,2,0.5,10,27.500078201293945,18.031949996948242,81.13197312303127,0.245251353940806,dur_2_bs_128_lstm_hs_128_lstm_nl_2_dropout_0.5_only_vad,True
355,6,32,128,3,0.0,10,28.738998413085938,18.62652587890625,81.45066691398601,0.2513674434903278,dur_6_bs_32_lstm_hs_128_lstm_nl_3_dropout_0_only_vad,True
