,duration,batch_size,hidden_size,num_layers,dropout,stride,c50ValMetric,snrValMetric,vadOptiTh,vadValMetric,ValidationMetric,TrainLoss,vadLoss,snrLoss,c50Loss,best_epoch,name,only_vad
75,10,64,256,3,0.0,10,25.72222900390625,14.832357406616211,0.28000012040138245,0.9849212765693665,0.014307946898043156,0.06176702305674553,0.06176696717739105,0.9366726279258728,2.6347975730895996,31.0,dur_10_bs_64_lstm_hs_256_lstm_nl_3_dropout_0_only_vad,True
76,10,128,256,3,0.5,10,3.920652389526367,4.276657581329346,0.3200000524520874,0.984527587890625,0.03871509060263634,0.1781420260667801,0.0735630914568901,0.07278209179639816,0.03179682418704033,31.0,dur_10_bs_128_lstm_hs_256_lstm_nl_3_dropout_0.5,False
77,10,32,128,3,0.0,10,3.796379327774048,4.396298408508301,0.31999996304512024,0.9842692613601685,0.0383191853761673,0.17689864337444305,0.07430011034011841,0.06743387877941132,0.03516450896859169,31.0,dur_10_bs_32_lstm_hs_128_lstm_nl_3_dropout_0,False
78,8,128,128,2,0.5,10,17.470781326293945,13.260880470275879,0.4200000762939453,0.9843966364860535,0.015169295482337475,0.07336872816085815,0.0733688473701477,0.6225317716598511,0.978860080242157,29.0,dur_8_bs_128_lstm_hs_128_lstm_nl_2_dropout_0.5_only_vad,True
79,4,32,128,2,0.0,10,21.049470901489258,16.247344970703125,0.36000022292137146,0.9804667234420776,0.016978256404399872,0.10016694664955139,0.10016679763793945,0.8138517737388611,1.305069923400879,30.0,dur_4_bs_32_lstm_hs_128_lstm_nl_2_dropout_0_only_vad,True
80,8,64,128,2,0.3,10,27.010189056396484,17.761079788208008,0.45999979972839355,0.984473705291748,0.014772672206163406,0.07275456935167313,0.07275445014238358,1.5196025371551514,2.7725374698638916,34.0,dur_8_bs_64_lstm_hs_128_lstm_nl_2_dropout_0.3_only_vad,True
81,8,128,256,2,0.5,10,28.27348518371582,11.309568405151367,0.4400000274181366,0.9846577644348145,0.014911162666976452,0.07096646726131439,0.07096660137176514,0.603420078754425,3.0347464084625244,27.0,dur_8_bs_128_lstm_hs_256_lstm_nl_2_dropout_0.5_only_vad,True
82,4,128,128,2,0.5,10,20.992767333984375,34.79741668701172,0.42000019550323486,0.9802021384239197,0.018656369298696518,0.10449226200580597,0.10449240356683731,1.7137237787246704,1.6996312141418457,19.0,dur_4_bs_128_lstm_hs_128_lstm_nl_2_dropout_0.5_only_vad,True
83,4,64,128,3,0.5,10,17.691097259521484,18.65167236328125,0.4799998104572296,0.9798097610473633,0.01860366016626358,0.10686467587947845,0.10686485469341278,0.9382815957069397,0.9291606545448303,17.0,dur_4_bs_64_lstm_hs_128_lstm_nl_3_dropout_0.5_only_vad,True
84,6,32,128,2,0.0,10,18.84673309326172,14.268595695495605,0.400000661611557,0.9816233515739441,0.016443680971860886,0.08094984292984009,0.08094992488622665,1.0762819051742554,1.0802816152572632,29.0,dur_6_bs_32_lstm_hs_128_lstm_nl_2_dropout_0_only_vad,True
85,6,128,256,3,0.0,10,27.476930618286133,11.01132583618164,0.4600001573562622,0.98225337266922,0.017158428207039833,0.07736380398273468,0.07736373692750931,0.5147562026977539,1.8363231420516968,25.0,dur_6_bs_128_lstm_hs_256_lstm_nl_3_dropout_0_only_vad,True
86,10,64,128,3,0.5,10,26.521148681640625,12.20228099822998,0.4799998700618744,0.9851176142692566,0.014058436267077923,0.06989707797765732,0.06989701837301254,0.7919960618019104,2.6850032806396484,28.0,dur_10_bs_64_lstm_hs_128_lstm_nl_3_dropout_0.5_only_vad,True
87,8,64,128,3,0.3,10,3.9076480865478516,4.38692569732666,0.4999999701976776,0.9834235310554504,0.03922027722001076,0.2146277129650116,0.07843919098377228,0.09233536571264267,0.04385320097208023,28.0,dur_8_bs_64_lstm_hs_128_lstm_nl_3_dropout_0.3,False
88,8,128,256,2,0.0,10,30.36603546142578,19.82124137878418,0.4400000274181366,0.9844355583190918,0.014958526007831097,0.06933104991912842,0.069331094622612,1.50493586063385,2.547388792037964,32.0,dur_8_bs_128_lstm_hs_256_lstm_nl_2_dropout_0_only_vad,True
89,10,64,128,2,0.3,10,3.765472412109375,4.639885425567627,0.35999998450279236,0.9840958714485168,0.03926217555999756,0.20930874347686768,0.07843606173992157,0.08197125792503357,0.048901334404945374,31.0,dur_10_bs_64_lstm_hs_128_lstm_nl_2_dropout_0.3,False
90,8,32,128,3,0.5,10,4.0314741134643555,4.336235523223877,0.45999962091445923,0.9834722280502319,0.03945162147283554,0.21481677889823914,0.07975167036056519,0.08784261345863342,0.04722274839878082,29.0,dur_8_bs_32_lstm_hs_128_lstm_nl_3_dropout_0.5,False
91,10,32,128,3,0.5,10,3.828493356704712,4.435354232788086,0.47999972105026245,0.9844371676445007,0.03853733465075493,0.19313153624534607,0.07713163644075394,0.07238388806581497,0.04361603781580925,28.0,dur_10_bs_32_lstm_hs_128_lstm_nl_3_dropout_0.5,False
92,10,64,256,3,0.5,10,21.491731643676758,15.23712158203125,0.4799998700618744,0.9845297336578369,0.01456096488982439,0.07384239882230759,0.07384256273508072,1.2094080448150635,1.5413438081741333,24.0,dur_10_bs_64_lstm_hs_256_lstm_nl_3_dropout_0.5_only_vad,True
93,4,128,128,3,0.0,10,4.73089599609375,4.598676681518555,0.4400002658367157,0.9792986512184143,0.04524901881814003,0.2783356308937073,0.10239468514919281,0.09690072387456894,0.07903993129730225,32.0,dur_4_bs_128_lstm_hs_128_lstm_nl_3_dropout_0,False
94,8,128,256,3,0.5,10,4.105544567108154,4.750710964202881,0.4200000762939453,0.9835546612739563,0.04154897853732109,0.23814800381660461,0.08116002380847931,0.09880781173706055,0.05818012356758118,13.0,dur_8_bs_128_lstm_hs_256_lstm_nl_3_dropout_0.5,False
95,10,128,128,3,0.0,10,17.646625518798828,37.71065902709961,0.36000004410743713,0.9850033521652222,0.014604732394218445,0.06565579771995544,0.06565579771995544,3.207045555114746,0.9728128910064697,30.0,dur_10_bs_128_lstm_hs_128_lstm_nl_3_dropout_0_only_vad,True
