,duration,batch_size,hidden_size,num_layers,dropout,stride,c50ValMetric,snrValMetric,vadOptiTh,vadValMetric,ValidationMetric,TrainLoss,vadLoss,snrLoss,c50Loss,best_epoch,name
90,6,128,256,2,0.3,10,4.282933712005615,4.310718536376953,0.4600001573562622,0.9813300371170044,0.06236777454614639,0.36274173855781555,0.08405634760856628,0.22420185804367065,0.05448361858725548,17.0,dur_6_bs_128_lstm_hs_256_lstm_nl_2_dropout_0.3
91,6,64,128,3,0.0,10,4.316760063171387,4.431638717651367,0.3600001931190491,0.980562150478363,0.06359084695577621,0.39620241522789,0.08665283024311066,0.24556677043437958,0.06398292630910873,12.0,dur_6_bs_64_lstm_hs_128_lstm_nl_3_dropout_0
92,4,32,128,3,0.3,10,4.993274211883545,4.537947654724121,0.4400006830692291,0.9782983064651489,0.06781904399394989,0.4087480306625366,0.11307355761528015,0.20725220441818237,0.08842186629772186,7.0,dur_4_bs_32_lstm_hs_128_lstm_nl_3_dropout_0.3
93,2,64,256,2,0.0,10,6.170735836029053,4.565497875213623,0.4600003659725189,0.9707253575325012,0.07618746161460876,0.5445292592048645,0.16990336775779724,0.2059575617313385,0.16866886615753174,4.0,dur_2_bs_64_lstm_hs_256_lstm_nl_2_dropout_0
94,4,64,128,2,0.3,10,5.164086818695068,4.537400722503662,0.4399995505809784,0.9780359268188477,0.06918394565582275,0.44930848479270935,0.11523639410734177,0.2332516610622406,0.10082022100687027,6.0,dur_4_bs_64_lstm_hs_128_lstm_nl_2_dropout_0.3
95,6,64,256,3,0.0,10,4.098526954650879,4.343420505523682,0.3799998164176941,0.9810242652893066,0.06168077513575554,0.38801708817481995,0.08367491513490677,0.24955563247203827,0.05478652939200401,14.0,dur_6_bs_64_lstm_hs_256_lstm_nl_3_dropout_0
96,2,128,128,3,0.0,10,6.472836017608643,4.644067764282227,0.38000041246414185,0.9689530730247498,0.07913824915885925,0.6236981749534607,0.17827743291854858,0.23355558514595032,0.21186549961566925,2.0,dur_2_bs_128_lstm_hs_128_lstm_nl_3_dropout_0
97,6,128,256,3,0.0,10,4.140272617340088,4.3598952293396,0.43999990820884705,0.9812939167022705,0.06208670511841774,0.37458038330078125,0.08247426897287369,0.24343369901180267,0.048672471195459366,16.0,dur_6_bs_128_lstm_hs_256_lstm_nl_3_dropout_0
98,4,128,256,2,0.5,10,5.039910316467285,4.404608249664307,0.39999985694885254,0.9788069128990173,0.06748834252357483,0.4758464992046356,0.11134149879217148,0.26096728444099426,0.103537417948246,9.0,dur_4_bs_128_lstm_hs_256_lstm_nl_2_dropout_0.5
99,4,32,128,3,0.0,10,5.044559955596924,4.4702863693237305,0.4400006830692291,0.9777864813804626,0.06774907559156418,0.4115062355995178,0.11202133446931839,0.21373747289180756,0.08574741333723068,7.0,dur_4_bs_32_lstm_hs_128_lstm_nl_3_dropout_0
100,4,32,128,2,0.3,10,5.083499431610107,4.4874067306518555,0.45999962091445923,0.9784985780715942,0.06783263385295868,0.4174686372280121,0.11365023255348206,0.21012276411056519,0.09369572252035141,10.0,dur_4_bs_32_lstm_hs_128_lstm_nl_2_dropout_0.3
101,6,32,256,3,0.3,10,4.240877628326416,4.463948726654053,0.4199993312358856,0.9810425043106079,0.06309676170349121,0.3776043653488159,0.08853448182344437,0.2227187305688858,0.06635163724422455,9.0,dur_6_bs_32_lstm_hs_256_lstm_nl_3_dropout_0.3
102,4,64,256,3,0.3,10,4.921124458312988,4.413167953491211,0.4399995505809784,0.9790339469909668,0.06665262579917908,0.41694965958595276,0.11047762632369995,0.20164118707180023,0.10483071208000183,10.0,dur_4_bs_64_lstm_hs_256_lstm_nl_3_dropout_0.3
103,4,64,256,2,0.0,10,5.068226337432861,4.480071067810059,0.45999959111213684,0.9779798984527588,0.0682620108127594,0.4479070007801056,0.11476461589336395,0.21873517334461212,0.1144072487950325,6.0,dur_4_bs_64_lstm_hs_256_lstm_nl_2_dropout_0
104,6,32,256,2,0.0,10,4.337989330291748,4.577973365783691,0.400000661611557,0.9802045226097107,0.06475795060396194,0.3850148022174835,0.08978767693042755,0.22647425532341003,0.0687524676322937,7.0,dur_6_bs_32_lstm_hs_256_lstm_nl_2_dropout_0
105,2,128,256,2,0.3,10,6.458800315856934,4.740232467651367,0.4000008702278137,0.9692187905311584,0.07983742654323578,0.6335576772689819,0.17835204303264618,0.24016569554805756,0.21504071354866028,2.0,dur_2_bs_128_lstm_hs_256_lstm_nl_2_dropout_0.3
106,4,128,128,2,0.5,10,5.107552528381348,4.393889427185059,0.42000019550323486,0.9784494638442993,0.06775582581758499,0.4856296181678772,0.11387108266353607,0.2584805488586426,0.11327803134918213,10.0,dur_4_bs_128_lstm_hs_128_lstm_nl_2_dropout_0.5
107,4,64,256,2,0.5,10,4.890072822570801,4.421942710876465,0.4799998104572296,0.9784185290336609,0.06683718413114548,0.4727823734283447,0.11364801973104477,0.24459484219551086,0.11453912407159805,7.0,dur_4_bs_64_lstm_hs_256_lstm_nl_2_dropout_0.5
